Prospect_ID,Prospect_Type,Category_Subtype,Entity_Name,Contact_Name,Phone,Email,Property_or_Facility_Address,City,State,Distress_Signal_or_Buying_Criteria,Antigravity_Priority_Score,Pipeline_Status
PROSPECT-335,Buyer,Cash Buyer / Acquisition Group,Pinnacle Home Holdings,Jessica Sutton,+1 (305) 555-7695,jessica@pinnaclehomeholdings.com,"8365 Lake Dr, Suite 105",Orlando,FL,Commercial & Infill Lot Cash Buyer (Dallas/Phoenix/Miami),91%,Found
PROSPECT-336,Buyer,Cash Buyer / Acquisition Group,Titan Capital Properties,Alex Montgomery,+1 (305) 555-7712,alex@titancapitalproperties.com,"8384 Hillside Ave, Suite 108",Jacksonville,FL,Value-Add Residential Portfolio Investor,98%,Found
PROSPECT-337,Buyer,Cash Buyer / Acquisition Group,Evergreen Residential Group,Victoria Prescott,+1 (310) 555-7729,victoria@evergreenresidentialgroup.com,"8403 Broadway, Suite 111",Los Angeles,CA,High-Yield BRRRR Strategy Cash Buyer,97%,Found
PROSPECT-338,Buyer,Cash Buyer / Acquisition Group,Tri-County Investment Partners,Tyler Calloway,+1 (310) 555-7746,tyler@tri-countyinvestmentpartners.com,"8422 Sunset Blvd, Suite 114",San Diego,CA,Active Cash Buyer: Single-Family Fix & Flip (Up to $500k),96%,Found
PROSPECT-339,Buyer,Cash Buyer / Acquisition Group,Oakwood Property Fund,Lauren Dalton,+1 (310) 555-7763,lauren@oakwoodpropertyfund.com,"8441 Highland Ave, Suite 117",Sacramento,CA,Turnkey Buy-and-Hold Investor: Multi-Family 2-4 Units,95%,Found
PROSPECT-340,Buyer,Cash Buyer / Acquisition Group,Crestline Real Estate LLC,Kevin Elliot,+1 (404) 555-7780,kevin@crestlinerealestate.com,"8460 River Rd, Suite 120",Atlanta,GA,Institutional Cash Buyer: Sub-$350k Single-Family Rentals,94%,Found
PROSPECT-341,Buyer,Cash Buyer / Acquisition Group,Summit Capital Buyers,Nicole Faulkner,+1 (404) 555-7797,nicole@summitcapitalbuyers.com,"8479 Center St, Suite 123",Savannah,GA,Commercial & Infill Lot Cash Buyer (Dallas/Phoenix/Miami),93%,Found
PROSPECT-342,Buyer,Cash Buyer / Acquisition Group,Beacon Residential Holdings,Eric Garrison,+1 (312) 555-7814,eric@beaconresidentialholdings.com,"8498 Forest Dr, Suite 126",Chicago,IL,Value-Add Residential Portfolio Investor,92%,Found
PROSPECT-343,Buyer,Cash Buyer / Acquisition Group,Redwood Cash Partners,Samantha Hendrix,+1 (702) 555-7831,samantha@redwoodcashpartners.com,"8517 Valley View St, Suite 129",Las Vegas,NV,High-Yield BRRRR Strategy Cash Buyer,91%,Found
PROSPECT-344,Buyer,Cash Buyer / Acquisition Group,Silverline Capital Group,Brian Langford,+1 (704) 555-7848,brian@silverlinecapitalgroup.com,"8536 Chestnut St, Suite 132",Charlotte,NC,Active Cash Buyer: Single-Family Fix & Flip (Up to $500k),98%,Found
PROSPECT-345,Buyer,Cash Buyer / Acquisition Group,Legacy Real Estate Fund,Megan Wilder,+1 (206) 555-7865,megan@legacyrealestatefund.com,"8555 Walnut St, Suite 135",Seattle,WA,Turnkey Buy-and-Hold Investor: Multi-Family 2-4 Units,97%,Found
PROSPECT-346,Buyer,Cash Buyer / Acquisition Group,Apex Equity Holdings,Marcus Vance,+1 (303) 555-7882,marcus@apexequityholdings.com,"8574 Main St, Suite 138",Denver,CO,Institutional Cash Buyer: Sub-$350k Single-Family Rentals,96%,Found
PROSPECT-347,Buyer,Cash Buyer / Acquisition Group,Blackstone Capital LLC,Sarah Sterling,+1 (615) 555-7899,sarah@blackstonecapital.com,"8593 Oak Ave, Suite 141",Nashville,TN,Commercial & Infill Lot Cash Buyer (Dallas/Phoenix/Miami),95%,Found
PROSPECT-348,Buyer,Cash Buyer / Acquisition Group,Sunbelt Cash Acquisitions,Jason Kensington,+1 (212) 555-7916,jason@sunbeltcashacquisitions.com,"8612 Maple Dr, Suite 144",New York,NY,Value-Add Residential Portfolio Investor,94%,Found
PROSPECT-349,Buyer,Cash Buyer / Acquisition Group,Lone Star Property Group,Amanda Mercer,+1 (214) 555-7933,amanda@lonestarpropertygroup.com,"8631 Park Ave, Suite 147",Dallas,TX,High-Yield BRRRR Strategy Cash Buyer,93%,Found
PROSPECT-350,Buyer,Cash Buyer / Acquisition Group,Horizon Real Estate Ventures,David Hayes,+1 (214) 555-7950,david@horizonrealestateventures.com,"8650 Washington St, Suite 150",Austin,TX,Active Cash Buyer: Single-Family Fix & Flip (Up to $500k),92%,Found
PROSPECT-351,Buyer,Cash Buyer / Acquisition Group,Vanguard Homes Fund,Rachel Sinclair,+1 (214) 555-7967,rachel@vanguardhomesfund.com,"8669 Cedar Ln, Suite 153",Houston,TX,Turnkey Buy-and-Hold Investor: Multi-Family 2-4 Units,91%,Found
PROSPECT-352,Buyer,Cash Buyer / Acquisition Group,BlueSky Asset Partners,Carlos Voss,+1 (214) 555-7984,carlos@blueskyassetpartners.com,"8688 Pine St, Suite 156",San Antonio,TX,Institutional Cash Buyer: Sub-$350k Single-Family Rentals,98%,Found
PROSPECT-353,Buyer,Cash Buyer / Acquisition Group,Highland Residential Capital,Emily Thornton,+1 (602) 555-8001,emily@highlandresidentialcapital.com,"8707 Elm St, Suite 159",Phoenix,AZ,Commercial & Infill Lot Cash Buyer (Dallas/Phoenix/Miami),97%,Found
PROSPECT-354,Buyer,Cash Buyer / Acquisition Group,Meridian Cash Buyers,Brandon Blackwood,+1 (602) 555-8018,brandon@meridiancashbuyers.com,"8726 View Rd, Suite 162",Scottsdale,AZ,Value-Add Residential Portfolio Investor,96%,Found
PROSPECT-355,Buyer,Cash Buyer / Acquisition Group,Pinnacle Home Holdings,Jessica Sutton,+1 (602) 555-8035,jessica@pinnaclehomeholdings.com,"8745 Lake Dr, Suite 165",Mesa,AZ,High-Yield BRRRR Strategy Cash Buyer,95%,Found
PROSPECT-356,Buyer,Cash Buyer / Acquisition Group,Titan Capital Properties,Alex Montgomery,+1 (305) 555-8052,alex@titancapitalproperties.com,"8764 Hillside Ave, Suite 168",Miami,FL,Active Cash Buyer: Single-Family Fix & Flip (Up to $500k),94%,Found
PROSPECT-357,Buyer,Cash Buyer / Acquisition Group,Evergreen Residential Group,Victoria Prescott,+1 (305) 555-8069,victoria@evergreenresidentialgroup.com,"8783 Broadway, Suite 171",Tampa,FL,Turnkey Buy-and-Hold Investor: Multi-Family 2-4 Units,93%,Found
PROSPECT-358,Buyer,Cash Buyer / Acquisition Group,Tri-County Investment Partners,Tyler Calloway,+1 (305) 555-8086,tyler@tri-countyinvestmentpartners.com,"8802 Sunset Blvd, Suite 174",Orlando,FL,Institutional Cash Buyer: Sub-$350k Single-Family Rentals,92%,Found
PROSPECT-359,Buyer,Cash Buyer / Acquisition Group,Oakwood Property Fund,Lauren Dalton,+1 (305) 555-8103,lauren@oakwoodpropertyfund.com,"8821 Highland Ave, Suite 177",Jacksonville,FL,Commercial & Infill Lot Cash Buyer (Dallas/Phoenix/Miami),91%,Found
PROSPECT-360,Buyer,Cash Buyer / Acquisition Group,Crestline Real Estate LLC,Kevin Elliot,+1 (310) 555-8120,kevin@crestlinerealestate.com,"8840 River Rd, Suite 180",Los Angeles,CA,Value-Add Residential Portfolio Investor,98%,Found
PROSPECT-361,Buyer,Cash Buyer / Acquisition Group,Summit Capital Buyers,Nicole Faulkner,+1 (310) 555-8137,nicole@summitcapitalbuyers.com,"8859 Center St, Suite 183",San Diego,CA,High-Yield BRRRR Strategy Cash Buyer,97%,Found
PROSPECT-362,Buyer,Cash Buyer / Acquisition Group,Beacon Residential Holdings,Eric Garrison,+1 (310) 555-8154,eric@beaconresidentialholdings.com,"8878 Forest Dr, Suite 186",Sacramento,CA,Active Cash Buyer: Single-Family Fix & Flip (Up to $500k),96%,Found
PROSPECT-363,Buyer,Cash Buyer / Acquisition Group,Redwood Cash Partners,Samantha Hendrix,+1 (404) 555-8171,samantha@redwoodcashpartners.com,"8897 Valley View St, Suite 189",Atlanta,GA,Turnkey Buy-and-Hold Investor: Multi-Family 2-4 Units,95%,Found
PROSPECT-364,Buyer,Cash Buyer / Acquisition Group,Silverline Capital Group,Brian Langford,+1 (404) 555-8188,brian@silverlinecapitalgroup.com,"8916 Chestnut St, Suite 192",Savannah,GA,Institutional Cash Buyer: Sub-$350k Single-Family Rentals,94%,Found
PROSPECT-365,Buyer,Cash Buyer / Acquisition Group,Legacy Real Estate Fund,Megan Wilder,+1 (312) 555-8205,megan@legacyrealestatefund.com,"8935 Walnut St, Suite 195",Chicago,IL,Commercial & Infill Lot Cash Buyer (Dallas/Phoenix/Miami),93%,Found
PROSPECT-366,Buyer,Cash Buyer / Acquisition Group,Apex Equity Holdings,Marcus Vance,+1 (702) 555-8222,marcus@apexequityholdings.com,"8954 Main St, Suite 198",Las Vegas,NV,Value-Add Residential Portfolio Investor,92%,Found
PROSPECT-367,Buyer,Cash Buyer / Acquisition Group,Blackstone Capital LLC,Sarah Sterling,+1 (704) 555-8239,sarah@blackstonecapital.com,"8973 Oak Ave, Suite 201",Charlotte,NC,High-Yield BRRRR Strategy Cash Buyer,91%,Found
PROSPECT-368,Buyer,Cash Buyer / Acquisition Group,Sunbelt Cash Acquisitions,Jason Kensington,+1 (206) 555-8256,jason@sunbeltcashacquisitions.com,"8992 Maple Dr, Suite 204",Seattle,WA,Active Cash Buyer: Single-Family Fix & Flip (Up to $500k),98%,Found
PROSPECT-369,Buyer,Cash Buyer / Acquisition Group,Lone Star Property Group,Amanda Mercer,+1 (303) 555-8273,amanda@lonestarpropertygroup.com,"9011 Park Ave, Suite 207",Denver,CO,Turnkey Buy-and-Hold Investor: Multi-Family 2-4 Units,97%,Found
PROSPECT-370,Buyer,Cash Buyer / Acquisition Group,Horizon Real Estate Ventures,David Hayes,+1 (615) 555-8290,david@horizonrealestateventures.com,"9030 Washington St, Suite 210",Nashville,TN,Institutional Cash Buyer: Sub-$350k Single-Family Rentals,96%,Found
PROSPECT-371,Buyer,Cash Buyer / Acquisition Group,Vanguard Homes Fund,Rachel Sinclair,+1 (212) 555-8307,rachel@vanguardhomesfund.com,"9049 Cedar Ln, Suite 213",New York,NY,Commercial & Infill Lot Cash Buyer (Dallas/Phoenix/Miami),95%,Found
PROSPECT-372,Buyer,Cash Buyer / Acquisition Group,BlueSky Asset Partners,Carlos Voss,+1 (214) 555-8324,carlos@blueskyassetpartners.com,"9068 Pine St, Suite 216",Dallas,TX,Value-Add Residential Portfolio Investor,94%,Found
PROSPECT-373,Buyer,Cash Buyer / Acquisition Group,Highland Residential Capital,Emily Thornton,+1 (214) 555-8341,emily@highlandresidentialcapital.com,"9087 Elm St, Suite 219",Austin,TX,High-Yield BRRRR Strategy Cash Buyer,93%,Found
PROSPECT-374,Buyer,Cash Buyer / Acquisition Group,Meridian Cash Buyers,Brandon Blackwood,+1 (214) 555-8358,brandon@meridiancashbuyers.com,"9106 View Rd, Suite 222",Houston,TX,Active Cash Buyer: Single-Family Fix & Flip (Up to $500k),92%,Found
PROSPECT-375,Buyer,Cash Buyer / Acquisition Group,Pinnacle Home Holdings,Jessica Sutton,+1 (214) 555-8375,jessica@pinnaclehomeholdings.com,"9125 Lake Dr, Suite 225",San Antonio,TX,Turnkey Buy-and-Hold Investor: Multi-Family 2-4 Units,91%,Found
PROSPECT-376,Buyer,Cash Buyer / Acquisition Group,Titan Capital Properties,Alex Montgomery,+1 (602) 555-8392,alex@titancapitalproperties.com,"9144 Hillside Ave, Suite 228",Phoenix,AZ,Institutional Cash Buyer: Sub-$350k Single-Family Rentals,98%,Found
PROSPECT-377,Buyer,Cash Buyer / Acquisition Group,Evergreen Residential Group,Victoria Prescott,+1 (602) 555-8409,victoria@evergreenresidentialgroup.com,"9163 Broadway, Suite 231",Scottsdale,AZ,Commercial & Infill Lot Cash Buyer (Dallas/Phoenix/Miami),97%,Found
PROSPECT-378,Buyer,Cash Buyer / Acquisition Group,Tri-County Investment Partners,Tyler Calloway,+1 (602) 555-8426,tyler@tri-countyinvestmentpartners.com,"9182 Sunset Blvd, Suite 234",Mesa,AZ,Value-Add Residential Portfolio Investor,96%,Found
PROSPECT-379,Buyer,Cash Buyer / Acquisition Group,Oakwood Property Fund,Lauren Dalton,+1 (305) 555-8443,lauren@oakwoodpropertyfund.com,"9201 Highland Ave, Suite 237",Miami,FL,High-Yield BRRRR Strategy Cash Buyer,95%,Found
PROSPECT-380,Buyer,Cash Buyer / Acquisition Group,Crestline Real Estate LLC,Kevin Elliot,+1 (305) 555-8460,kevin@crestlinerealestate.com,"9220 River Rd, Suite 240",Tampa,FL,Active Cash Buyer: Single-Family Fix & Flip (Up to $500k),94%,Found
PROSPECT-381,Buyer,Cash Buyer / Acquisition Group,Summit Capital Buyers,Nicole Faulkner,+1 (305) 555-8477,nicole@summitcapitalbuyers.com,"9239 Center St, Suite 243",Orlando,FL,Turnkey Buy-and-Hold Investor: Multi-Family 2-4 Units,93%,Found
PROSPECT-382,Buyer,Cash Buyer / Acquisition Group,Beacon Residential Holdings,Eric Garrison,+1 (305) 555-8494,eric@beaconresidentialholdings.com,"9258 Forest Dr, Suite 246",Jacksonville,FL,Institutional Cash Buyer: Sub-$350k Single-Family Rentals,92%,Found
PROSPECT-383,Buyer,Cash Buyer / Acquisition Group,Redwood Cash Partners,Samantha Hendrix,+1 (310) 555-8511,samantha@redwoodcashpartners.com,"9277 Valley View St, Suite 249",Los Angeles,CA,Commercial & Infill Lot Cash Buyer (Dallas/Phoenix/Miami),91%,Found
PROSPECT-384,Buyer,Cash Buyer / Acquisition Group,Silverline Capital Group,Brian Langford,+1 (310) 555-8528,brian@silverlinecapitalgroup.com,"9296 Chestnut St, Suite 252",San Diego,CA,Value-Add Residential Portfolio Investor,98%,Found
PROSPECT-385,Buyer,Cash Buyer / Acquisition Group,Legacy Real Estate Fund,Megan Wilder,+1 (310) 555-8545,megan@legacyrealestatefund.com,"9315 Walnut St, Suite 255",Sacramento,CA,High-Yield BRRRR Strategy Cash Buyer,97%,Found
PROSPECT-386,Buyer,Cash Buyer / Acquisition Group,Apex Equity Holdings,Marcus Vance,+1 (404) 555-8562,marcus@apexequityholdings.com,"9334 Main St, Suite 258",Atlanta,GA,Active Cash Buyer: Single-Family Fix & Flip (Up to $500k),96%,Found
PROSPECT-387,Buyer,Cash Buyer / Acquisition Group,Blackstone Capital LLC,Sarah Sterling,+1 (404) 555-8579,sarah@blackstonecapital.com,"9353 Oak Ave, Suite 261",Savannah,GA,Turnkey Buy-and-Hold Investor: Multi-Family 2-4 Units,95%,Found
PROSPECT-388,Buyer,Cash Buyer / Acquisition Group,Sunbelt Cash Acquisitions,Jason Kensington,+1 (312) 555-8596,jason@sunbeltcashacquisitions.com,"9372 Maple Dr, Suite 264",Chicago,IL,Institutional Cash Buyer: Sub-$350k Single-Family Rentals,94%,Found
PROSPECT-389,Buyer,Cash Buyer / Acquisition Group,Lone Star Property Group,Amanda Mercer,+1 (702) 555-8613,amanda@lonestarpropertygroup.com,"9391 Park Ave, Suite 267",Las Vegas,NV,Commercial & Infill Lot Cash Buyer (Dallas/Phoenix/Miami),93%,Found
PROSPECT-390,Buyer,Cash Buyer / Acquisition Group,Horizon Real Estate Ventures,David Hayes,+1 (704) 555-8630,david@horizonrealestateventures.com,"9410 Washington St, Suite 270",Charlotte,NC,Value-Add Residential Portfolio Investor,92%,Found
PROSPECT-391,Buyer,Cash Buyer / Acquisition Group,Vanguard Homes Fund,Rachel Sinclair,+1 (206) 555-8647,rachel@vanguardhomesfund.com,"9429 Cedar Ln, Suite 273",Seattle,WA,High-Yield BRRRR Strategy Cash Buyer,91%,Found
PROSPECT-392,Buyer,Cash Buyer / Acquisition Group,BlueSky Asset Partners,Carlos Voss,+1 (303) 555-8664,carlos@blueskyassetpartners.com,"9448 Pine St, Suite 276",Denver,CO,Active Cash Buyer: Single-Family Fix & Flip (Up to $500k),98%,Found
PROSPECT-393,Buyer,Cash Buyer / Acquisition Group,Highland Residential Capital,Emily Thornton,+1 (615) 555-8681,emily@highlandresidentialcapital.com,"9467 Elm St, Suite 279",Nashville,TN,Turnkey Buy-and-Hold Investor: Multi-Family 2-4 Units,97%,Found
PROSPECT-394,Buyer,Cash Buyer / Acquisition Group,Meridian Cash Buyers,Brandon Blackwood,+1 (212) 555-8698,brandon@meridiancashbuyers.com,"9486 View Rd, Suite 282",New York,NY,Institutional Cash Buyer: Sub-$350k Single-Family Rentals,96%,Found
PROSPECT-395,Buyer,Cash Buyer / Acquisition Group,Pinnacle Home Holdings,Jessica Sutton,+1 (214) 555-8715,jessica@pinnaclehomeholdings.com,"9505 Lake Dr, Suite 285",Dallas,TX,Commercial & Infill Lot Cash Buyer (Dallas/Phoenix/Miami),95%,Found
PROSPECT-396,Buyer,Cash Buyer / Acquisition Group,Titan Capital Properties,Alex Montgomery,+1 (214) 555-8732,alex@titancapitalproperties.com,"9524 Hillside Ave, Suite 288",Austin,TX,Value-Add Residential Portfolio Investor,94%,Found
PROSPECT-397,Buyer,Cash Buyer / Acquisition Group,Evergreen Residential Group,Victoria Prescott,+1 (214) 555-8749,victoria@evergreenresidentialgroup.com,"9543 Broadway, Suite 291",Houston,TX,High-Yield BRRRR Strategy Cash Buyer,93%,Found
PROSPECT-398,Buyer,Cash Buyer / Acquisition Group,Tri-County Investment Partners,Tyler Calloway,+1 (214) 555-8766,tyler@tri-countyinvestmentpartners.com,"9562 Sunset Blvd, Suite 294",San Antonio,TX,Active Cash Buyer: Single-Family Fix & Flip (Up to $500k),92%,Found
PROSPECT-399,Buyer,Cash Buyer / Acquisition Group,Oakwood Property Fund,Lauren Dalton,+1 (602) 555-8783,lauren@oakwoodpropertyfund.com,"9581 Highland Ave, Suite 297",Phoenix,AZ,Turnkey Buy-and-Hold Investor: Multi-Family 2-4 Units,91%,Found
PROSPECT-400,Buyer,Cash Buyer / Acquisition Group,Crestline Real Estate LLC,Kevin Elliot,+1 (602) 555-8800,kevin@crestlinerealestate.com,"9600 River Rd, Suite 300",Scottsdale,AZ,Institutional Cash Buyer: Sub-$350k Single-Family Rentals,98%,Found
PROSPECT-401,Buyer,Cash Buyer / Acquisition Group,Summit Capital Buyers,Nicole Faulkner,+1 (602) 555-8817,nicole@summitcapitalbuyers.com,"9619 Center St, Suite 303",Mesa,AZ,Commercial & Infill Lot Cash Buyer (Dallas/Phoenix/Miami),97%,Found
PROSPECT-402,Buyer,Cash Buyer / Acquisition Group,Beacon Residential Holdings,Eric Garrison,+1 (305) 555-8834,eric@beaconresidentialholdings.com,"9638 Forest Dr, Suite 306",Miami,FL,Value-Add Residential Portfolio Investor,96%,Found
PROSPECT-403,Buyer,Cash Buyer / Acquisition Group,Redwood Cash Partners,Samantha Hendrix,+1 (305) 555-8851,samantha@redwoodcashpartners.com,"9657 Valley View St, Suite 309",Tampa,FL,High-Yield BRRRR Strategy Cash Buyer,95%,Found
PROSPECT-404,Buyer,Cash Buyer / Acquisition Group,Silverline Capital Group,Brian Langford,+1 (305) 555-8868,brian@silverlinecapitalgroup.com,"9676 Chestnut St, Suite 312",Orlando,FL,Active Cash Buyer: Single-Family Fix & Flip (Up to $500k),94%,Found
PROSPECT-405,Buyer,Cash Buyer / Acquisition Group,Legacy Real Estate Fund,Megan Wilder,+1 (305) 555-8885,megan@legacyrealestatefund.com,"9695 Walnut St, Suite 315",Jacksonville,FL,Turnkey Buy-and-Hold Investor: Multi-Family 2-4 Units,93%,Found
PROSPECT-406,Buyer,Cash Buyer / Acquisition Group,Apex Equity Holdings,Marcus Vance,+1 (310) 555-8902,marcus@apexequityholdings.com,"9714 Main St, Suite 318",Los Angeles,CA,Institutional Cash Buyer: Sub-$350k Single-Family Rentals,92%,Found
PROSPECT-407,Buyer,Cash Buyer / Acquisition Group,Blackstone Capital LLC,Sarah Sterling,+1 (310) 555-8919,sarah@blackstonecapital.com,"9733 Oak Ave, Suite 321",San Diego,CA,Commercial & Infill Lot Cash Buyer (Dallas/Phoenix/Miami),91%,Found
PROSPECT-408,Buyer,Cash Buyer / Acquisition Group,Sunbelt Cash Acquisitions,Jason Kensington,+1 (310) 555-8936,jason@sunbeltcashacquisitions.com,"9752 Maple Dr, Suite 324",Sacramento,CA,Value-Add Residential Portfolio Investor,98%,Found
PROSPECT-409,Buyer,Cash Buyer / Acquisition Group,Lone Star Property Group,Amanda Mercer,+1 (404) 555-8953,amanda@lonestarpropertygroup.com,"9771 Park Ave, Suite 327",Atlanta,GA,High-Yield BRRRR Strategy Cash Buyer,97%,Found
PROSPECT-410,Buyer,Cash Buyer / Acquisition Group,Horizon Real Estate Ventures,David Hayes,+1 (404) 555-8970,david@horizonrealestateventures.com,"9790 Washington St, Suite 330",Savannah,GA,Active Cash Buyer: Single-Family Fix & Flip (Up to $500k),96%,Found
PROSPECT-411,Buyer,Cash Buyer / Acquisition Group,Vanguard Homes Fund,Rachel Sinclair,+1 (312) 555-8987,rachel@vanguardhomesfund.com,"9809 Cedar Ln, Suite 333",Chicago,IL,Turnkey Buy-and-Hold Investor: Multi-Family 2-4 Units,95%,Found
PROSPECT-412,Buyer,Cash Buyer / Acquisition Group,BlueSky Asset Partners,Carlos Voss,+1 (702) 555-0004,carlos@blueskyassetpartners.com,"9828 Pine St, Suite 336",Las Vegas,NV,Institutional Cash Buyer: Sub-$350k Single-Family Rentals,94%,Found
PROSPECT-413,Buyer,Cash Buyer / Acquisition Group,Highland Residential Capital,Emily Thornton,+1 (704) 555-0021,emily@highlandresidentialcapital.com,"9847 Elm St, Suite 339",Charlotte,NC,Commercial & Infill Lot Cash Buyer (Dallas/Phoenix/Miami),93%,Found
PROSPECT-414,Buyer,Cash Buyer / Acquisition Group,Meridian Cash Buyers,Brandon Blackwood,+1 (206) 555-0038,brandon@meridiancashbuyers.com,"9866 View Rd, Suite 342",Seattle,WA,Value-Add Residential Portfolio Investor,92%,Found
PROSPECT-415,Buyer,Cash Buyer / Acquisition Group,Pinnacle Home Holdings,Jessica Sutton,+1 (303) 555-0055,jessica@pinnaclehomeholdings.com,"9885 Lake Dr, Suite 345",Denver,CO,High-Yield BRRRR Strategy Cash Buyer,91%,Found
PROSPECT-416,Buyer,Cash Buyer / Acquisition Group,Titan Capital Properties,Alex Montgomery,+1 (615) 555-0072,alex@titancapitalproperties.com,"2004 Hillside Ave, Suite 348",Nashville,TN,Active Cash Buyer: Single-Family Fix & Flip (Up to $500k),98%,Found
PROSPECT-417,Buyer,Cash Buyer / Acquisition Group,Evergreen Residential Group,Victoria Prescott,+1 (212) 555-0089,victoria@evergreenresidentialgroup.com,"2023 Broadway, Suite 351",New York,NY,Turnkey Buy-and-Hold Investor: Multi-Family 2-4 Units,97%,Found
PROSPECT-418,Buyer,Cash Buyer / Acquisition Group,Tri-County Investment Partners,Tyler Calloway,+1 (214) 555-0106,tyler@tri-countyinvestmentpartners.com,"2042 Sunset Blvd, Suite 354",Dallas,TX,Institutional Cash Buyer: Sub-$350k Single-Family Rentals,96%,Found
PROSPECT-419,Buyer,Cash Buyer / Acquisition Group,Oakwood Property Fund,Lauren Dalton,+1 (214) 555-0123,lauren@oakwoodpropertyfund.com,"2061 Highland Ave, Suite 357",Austin,TX,Commercial & Infill Lot Cash Buyer (Dallas/Phoenix/Miami),95%,Found
PROSPECT-420,Buyer,Cash Buyer / Acquisition Group,Crestline Real Estate LLC,Kevin Elliot,+1 (214) 555-0140,kevin@crestlinerealestate.com,"2080 River Rd, Suite 360",Houston,TX,Value-Add Residential Portfolio Investor,94%,Found
PROSPECT-421,Buyer,Cash Buyer / Acquisition Group,Summit Capital Buyers,Nicole Faulkner,+1 (214) 555-0157,nicole@summitcapitalbuyers.com,"2099 Center St, Suite 363",San Antonio,TX,High-Yield BRRRR Strategy Cash Buyer,93%,Found
PROSPECT-422,Buyer,Cash Buyer / Acquisition Group,Beacon Residential Holdings,Eric Garrison,+1 (602) 555-0174,eric@beaconresidentialholdings.com,"2118 Forest Dr, Suite 366",Phoenix,AZ,Active Cash Buyer: Single-Family Fix & Flip (Up to $500k),92%,Found
PROSPECT-423,Buyer,Cash Buyer / Acquisition Group,Redwood Cash Partners,Samantha Hendrix,+1 (602) 555-0191,samantha@redwoodcashpartners.com,"2137 Valley View St, Suite 369",Scottsdale,AZ,Turnkey Buy-and-Hold Investor: Multi-Family 2-4 Units,91%,Found
PROSPECT-424,Buyer,Cash Buyer / Acquisition Group,Silverline Capital Group,Brian Langford,+1 (602) 555-0208,brian@silverlinecapitalgroup.com,"2156 Chestnut St, Suite 372",Mesa,AZ,Institutional Cash Buyer: Sub-$350k Single-Family Rentals,98%,Found
PROSPECT-425,Buyer,Cash Buyer / Acquisition Group,Legacy Real Estate Fund,Megan Wilder,+1 (305) 555-0225,megan@legacyrealestatefund.com,"2175 Walnut St, Suite 375",Miami,FL,Commercial & Infill Lot Cash Buyer (Dallas/Phoenix/Miami),97%,Found
PROSPECT-426,Buyer,Cash Buyer / Acquisition Group,Apex Equity Holdings,Marcus Vance,+1 (305) 555-0242,marcus@apexequityholdings.com,"2194 Main St, Suite 378",Tampa,FL,Value-Add Residential Portfolio Investor,96%,Found
PROSPECT-427,Buyer,Cash Buyer / Acquisition Group,Blackstone Capital LLC,Sarah Sterling,+1 (305) 555-0259,sarah@blackstonecapital.com,"2213 Oak Ave, Suite 381",Orlando,FL,High-Yield BRRRR Strategy Cash Buyer,95%,Found
PROSPECT-428,Buyer,Cash Buyer / Acquisition Group,Sunbelt Cash Acquisitions,Jason Kensington,+1 (305) 555-0276,jason@sunbeltcashacquisitions.com,"2232 Maple Dr, Suite 384",Jacksonville,FL,Active Cash Buyer: Single-Family Fix & Flip (Up to $500k),94%,Found
PROSPECT-429,Buyer,Cash Buyer / Acquisition Group,Lone Star Property Group,Amanda Mercer,+1 (310) 555-0293,amanda@lonestarpropertygroup.com,"2251 Park Ave, Suite 387",Los Angeles,CA,Turnkey Buy-and-Hold Investor: Multi-Family 2-4 Units,93%,Found
PROSPECT-430,Buyer,Cash Buyer / Acquisition Group,Horizon Real Estate Ventures,David Hayes,+1 (310) 555-0310,david@horizonrealestateventures.com,"2270 Washington St, Suite 390",San Diego,CA,Institutional Cash Buyer: Sub-$350k Single-Family Rentals,92%,Found
PROSPECT-431,Buyer,Cash Buyer / Acquisition Group,Vanguard Homes Fund,Rachel Sinclair,+1 (310) 555-0327,rachel@vanguardhomesfund.com,"2289 Cedar Ln, Suite 393",Sacramento,CA,Commercial & Infill Lot Cash Buyer (Dallas/Phoenix/Miami),91%,Found
PROSPECT-432,Buyer,Cash Buyer / Acquisition Group,BlueSky Asset Partners,Carlos Voss,+1 (404) 555-0344,carlos@blueskyassetpartners.com,"2308 Pine St, Suite 396",Atlanta,GA,Value-Add Residential Portfolio Investor,98%,Found
PROSPECT-433,Buyer,Cash Buyer / Acquisition Group,Highland Residential Capital,Emily Thornton,+1 (404) 555-0361,emily@highlandresidentialcapital.com,"2327 Elm St, Suite 399",Savannah,GA,High-Yield BRRRR Strategy Cash Buyer,97%,Found
PROSPECT-434,Buyer,Cash Buyer / Acquisition Group,Meridian Cash Buyers,Brandon Blackwood,+1 (312) 555-0378,brandon@meridiancashbuyers.com,"2346 View Rd, Suite 402",Chicago,IL,Active Cash Buyer: Single-Family Fix & Flip (Up to $500k),96%,Found
PROSPECT-435,Buyer,Cash Buyer / Acquisition Group,Pinnacle Home Holdings,Jessica Sutton,+1 (702) 555-0395,jessica@pinnaclehomeholdings.com,"2365 Lake Dr, Suite 405",Las Vegas,NV,Turnkey Buy-and-Hold Investor: Multi-Family 2-4 Units,95%,Found
